県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日),週間ラグ平均,週間ラグ平均(経路不明)
鹿児島県,2020/1/31,5,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
沖縄県,2020/1/31,10,0,0,N/A,0,0,N/A,2,0,0,0,N/A,N/A
北海道,2020/2/1,17,1,0,0.058823529,0,0,0,2,0,0,0,N/A,N/A
青森県,2020/2/1,4,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岩手県,2020/2/1,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/2/1,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A
秋田県,2020/2/1,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山形県,2020/2/1,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
福島県,2020/2/1,5,0,0,0,0,0,0,1,0,0,0,N/A,N/A
茨城県,2020/2/1,10,0,0,0,0,0,0,1,0,0,0,N/A,N/A
栃木県,2020/2/1,7,0,0,0,0,0,0,1,0,0,0,N/A,N/A
群馬県,2020/2/1,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
埼玉県,2020/2/1,2,1,0,0.5,0,1,0,1,0,0,0,N/A,N/A
千葉県,2020/2/1,7,3,0,0.428571429,0,0,0,4,0,0,0,N/A,N/A
東京都,2020/2/1,12,3,0,0.111111111,0,0,0,1,1,0,0,N/A,N/A
神奈川県,2020/2/1,143,1,0,0,0,0,0,20,0,0,0,N/A,N/A
新潟県,2020/2/1,11,0,0,0,0,0,0,2,0,0,0,N/A,N/A
富山県,2020/2/1,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A
石川県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福井県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
山梨県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
長野県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
岐阜県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
静岡県,2020/2/1,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛知県,2020/2/1,79,2,0,0.025316456,0,0,0,12,0,0,0,N/A,N/A
三重県,2020/2/1,4,1,0,0.25,0,0,0,2,0,0,0,N/A,N/A
滋賀県,2020/2/1,7,0,0,0,0,0,0,1,0,0,0,N/A,N/A
京都府,2020/2/1,10,1,0,0.1,0,0,0,2,0,0,0,N/A,N/A
大阪府,2020/2/1,6,1,0,0.166666667,0,0,0,4,0,0,0,N/A,N/A
兵庫県,2020/2/1,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
奈良県,2020/2/1,0,1,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
和歌山県,2020/2/1,0,0,0,N/A,0,0,N/A,0,1,1,0,N/A,N/A
鳥取県,2020/2/1,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
島根県,2020/2/1,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
広島県,2020/2/1,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山口県,2020/2/1,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
徳島県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
香川県,2020/2/1,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛媛県,2020/2/1,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
高知県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福岡県,2020/2/1,7,0,0,0,0,0,0,1,0,0,0,N/A,N/A
佐賀県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
長崎県,2020/2/1,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
熊本県,2020/2/1,19,0,0,0,0,0,0,3,0,0,0,N/A,N/A
大分県,2020/2/1,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮崎県,2020/2/1,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
鹿児島県,2020/2/1,6,0,0,0,0,0,0,1,0,0,0,N/A,N/A
沖縄県,2020/2/1,11,0,0,0,0,0,0,1,0,0,0,N/A,N/A
北海道,2020/2/2,20,1,0,0.055555556,0,0,0,3,0,0,0,N/A,N/A
青森県,2020/2/2,5,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岩手県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
秋田県,2020/2/2,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山形県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
福島県,2020/2/2,6,0,0,0,0,0,0,1,0,0,0,N/A,N/A
茨城県,2020/2/2,10,0,0,0,0,0,0,0,0,0,0,N/A,N/A
栃木県,2020/2/2,8,0,0,0,0,0,0,1,0,0,0,N/A,N/A
群馬県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
埼玉県,2020/2/2,2,1,0,0.5,0,0,0,0,0,0,0,N/A,N/A
千葉県,2020/2/2,9,3,0,0.333333333,0,0,0,2,0,0,0,N/A,N/A
東京都,2020/2/2,12,3,0,0.111111111,0,0,0,0,1,1,0,N/A,N/A
神奈川県,2020/2/2,164,1,0,0,0,0,0,21,0,0,0,N/A,N/A
新潟県,2020/2/2,12,0,0,0,0,0,0,1,0,0,0,N/A,N/A
富山県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
石川県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福井県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
山梨県,2020/2/2,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A
長野県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
岐阜県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
静岡県,2020/2/2,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛知県,2020/2/2,90,2,0,0.012658228,0,0,0,11,0,0,0,N/A,N/A
三重県,2020/2/2,4,1,0,0.25,0,0,0,0,0,0,0,N/A,N/A
滋賀県,2020/2/2,8,0,0,0,0,0,0,1,0,0,0,N/A,N/A
京都府,2020/2/2,11,1,0,0.1,0,0,0,1,0,0,0,N/A,N/A
大阪府,2020/2/2,6,1,0,0.2,0,0,0,0,0,0,0,N/A,N/A
兵庫県,2020/2/2,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
奈良県,2020/2/2,0,1,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
和歌山県,2020/2/2,0,0,0,N/A,0,0,N/A,0,1,0,0,N/A,N/A
鳥取県,2020/2/2,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
島根県,2020/2/2,2,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
広島県,2020/2/2,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
山口県,2020/2/2,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
徳島県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
香川県,2020/2/2,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛媛県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
高知県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福岡県,2020/2/2,7,0,0,0,0,0,0,0,0,0,0,N/A,N/A
佐賀県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
長崎県,2020/2/2,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
熊本県,2020/2/2,21,0,0,0,0,0,0,2,0,0,0,N/A,N/A
大分県,2020/2/2,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
宮崎県,2020/2/2,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
鹿児島県,2020/2/2,7,0,0,0,0,0,0,1,0,0,0,N/A,N/A
沖縄県,2020/2/2,13,0,0,0,0,0,0,2,0,0,0,N/A,N/A
北海道,2020/2/3,22,1,0,0.058823529,0,0,0,2,2,2,0,N/A,N/A
青森県,2020/2/3,5,0,0,0,0,0,0,0,0,0,0,N/A,N/A
岩手県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
秋田県,2020/2/3,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山形県,2020/2/3,2,0,0,0,0,0,0,1,0,0,0,N/A,N/A
福島県,2020/2/3,7,0,0,0,0,0,0,1,0,0,0,N/A,N/A
茨城県,2020/2/3,10,0,0,0,0,0,0,0,0,0,0,N/A,N/A
栃木県,2020/2/3,9,0,0,0,0,0,0,1,0,0,0,N/A,N/A
群馬県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
埼玉県,2020/2/3,2,1,0,0.5,0,0,0,0,0,0,0,N/A,N/A
千葉県,2020/2/3,9,3,0,0.333333333,0,0,0,0,1,1,0,N/A,N/A
東京都,2020/2/3,12,3,0,0.125,0,0,0,0,3,1,0,N/A,N/A
神奈川県,2020/2/3,184,1,0,0,0,0,0,20,1,1,0,N/A,N/A
新潟県,2020/2/3,14,0,0,0,0,0,0,2,0,0,0,N/A,N/A
富山県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
石川県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福井県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
山梨県,2020/2/3,3,0,0,0,0,0,0,2,0,0,0,N/A,N/A
長野県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
岐阜県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
静岡県,2020/2/3,4,0,0,0,0,0,0,2,0,0,0,N/A,N/A
愛知県,2020/2/3,101,2,0,0.012658228,0,0,0,11,1,0,1,N/A,N/A
三重県,2020/2/3,4,1,0,0.25,0,0,0,0,0,0,0,N/A,N/A
滋賀県,2020/2/3,9,0,0,0,0,0,0,1,0,0,0,N/A,N/A
京都府,2020/2/3,12,1,0,0.111111111,0,0,0,1,0,0,0,N/A,N/A
大阪府,2020/2/3,6,1,0,0.2,0,0,0,0,0,0,0,N/A,N/A
兵庫県,2020/2/3,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
奈良県,2020/2/3,0,1,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
和歌山県,2020/2/3,0,0,0,N/A,0,0,N/A,0,1,0,0,N/A,N/A
鳥取県,2020/2/3,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
島根県,2020/2/3,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
岡山県,2020/2/3,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A
広島県,2020/2/3,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山口県,2020/2/3,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
徳島県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
香川県,2020/2/3,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛媛県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
高知県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福岡県,2020/2/3,8,0,0,0,0,0,0,1,0,0,0,N/A,N/A
佐賀県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
長崎県,2020/2/3,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
熊本県,2020/2/3,24,0,0,0,0,0,0,3,0,0,0,N/A,N/A
大分県,2020/2/3,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮崎県,2020/2/3,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
鹿児島県,2020/2/3,8,0,0,0,0,0,0,1,0,0,0,N/A,N/A
沖縄県,2020/2/3,14,0,0,0,0,0,0,1,0,0,0,N/A,N/A
北海道,2020/2/4,24,1,0,0,0,0,0,2,0,0,0,N/A,N/A
青森県,2020/2/4,6,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岩手県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
秋田県,2020/2/4,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
山形県,2020/2/4,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
福島県,2020/2/4,7,0,0,0,0,0,0,0,0,0,0,N/A,N/A
茨城県,2020/2/4,13,0,0,0,0,0,0,3,0,0,0,N/A,N/A
栃木県,2020/2/4,10,0,0,0,0,0,0,1,0,0,0,N/A,N/A
群馬県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
埼玉県,2020/2/4,3,1,0,0.333333333,0,0,0,1,0,0,0,N/A,N/A
千葉県,2020/2/4,10,4,0,0.4,0,1,0,1,0,0,0,5,N/A
東京都,2020/2/4,16,3,0,0.083333333,0,0,0,4,4,1,0,N/A,N/A
神奈川県,2020/2/4,205,1,0,0,0,0,0,21,0,0,0,N/A,N/A
新潟県,2020/2/4,15,0,0,0,0,0,0,1,0,0,0,N/A,N/A
富山県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
石川県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福井県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
山梨県,2020/2/4,4,0,0,0,0,0,0,1,0,0,0,N/A,N/A
長野県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
岐阜県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
静岡県,2020/2/4,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛知県,2020/2/4,112,2,0,0,0,0,0,11,0,0,0,N/A,N/A
三重県,2020/2/4,4,1,0,0.25,0,0,0,0,0,0,0,N/A,N/A
滋賀県,2020/2/4,10,0,0,0,0,0,0,1,0,0,0,N/A,N/A
京都府,2020/2/4,14,1,0,0.1,0,0,0,2,0,0,0,N/A,N/A
大阪府,2020/2/4,6,1,0,0.25,0,0,0,0,0,0,0,N/A,N/A
兵庫県,2020/2/4,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
奈良県,2020/2/4,0,1,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
和歌山県,2020/2/4,0,0,0,N/A,0,0,N/A,0,1,0,0,N/A,N/A
鳥取県,2020/2/4,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
島根県,2020/2/4,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
広島県,2020/2/4,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山口県,2020/2/4,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
徳島県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
香川県,2020/2/4,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛媛県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
高知県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福岡県,2020/2/4,10,0,0,0,0,0,0,2,0,0,0,N/A,N/A
佐賀県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
長崎県,2020/2/4,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
熊本県,2020/2/4,27,0,0,0,0,0,0,3,0,0,0,N/A,N/A
大分県,2020/2/4,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮崎県,2020/2/4,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
鹿児島県,2020/2/4,9,0,0,0,0,0,0,1,0,0,0,N/A,N/A
沖縄県,2020/2/4,16,0,0,0,0,0,0,2,0,0,0,N/A,N/A
北海道,2020/2/5,27,1,0,0,0,0,0,3,0,0,0,N/A,N/A
青森県,2020/2/5,6,0,0,0,0,0,0,0,0,0,0,N/A,N/A
岩手県,2020/2/5,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/2/5,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
秋田県,2020/2/5,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山形県,2020/2/5,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
福島県,2020/2/5,8,0,0,0,0,0,0,1,0,0,0,N/A,N/A
茨城県,2020/2/5,14,0,0,0,0,0,0,1,0,0,0,N/A,N/A
栃木県,2020/2/5,11,0,0,0,0,0,0,1,0,0,0,N/A,N/A
群馬県,2020/2/5,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
埼玉県,2020/2/5,3,1,0,0.333333333,0,0,0,0,0,0,0,N/A,N/A
千葉県,2020/2/5,11,5,0,0.454545455,0,1,0,1,0,0,0,9.333333333,N/A
東京都,2020/2/5,19,3,0,0.090909091,0,0,0,3,1,1,0,6,N/A
神奈川県,2020/2/5,225,1,0,0,0,0,0,20,0,0,0,N/A,N/A
新潟県,2020/2/5,17,0,0,0,0,0,0,2,0,0,0,N/A,N/A
富山県,2020/2/5,2,0,0,0,0,0,0,1,0,0,0,N/A,N/A
石川県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福井県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
山梨県,2020/2/5,5,0,0,0,0,0,0,1,0,0,0,N/A,N/A
長野県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
岐阜県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
静岡県,2020/2/5,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛知県,2020/2/5,124,2,0,0,0,0,0,12,0,0,0,N/A,N/A
三重県,2020/2/5,4,1,0,0.25,0,0,0,0,0,0,0,5,N/A
滋賀県,2020/2/5,11,0,0,0,0,0,0,1,0,0,0,N/A,N/A
京都府,2020/2/5,15,2,1,0.222222222,1,1,0.111111111,1,0,0,0,9.5,12
大阪府,2020/2/5,6,1,0,0,0,0,0,0,0,0,0,N/A,N/A
兵庫県,2020/2/5,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
奈良県,2020/2/5,1,1,0,0,0,0,0,1,0,0,0,N/A,N/A
和歌山県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
鳥取県,2020/2/5,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
島根県,2020/2/5,4,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/2/5,2,0,0,0,0,0,0,1,0,0,0,N/A,N/A
広島県,2020/2/5,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山口県,2020/2/5,4,0,0,0,0,0,0,1,0,0,0,N/A,N/A
徳島県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
香川県,2020/2/5,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛媛県,2020/2/5,1,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
高知県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福岡県,2020/2/5,10,0,0,0,0,0,0,0,0,0,0,N/A,N/A
佐賀県,2020/2/5,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
長崎県,2020/2/5,1,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
熊本県,2020/2/5,29,0,0,0,0,0,0,2,0,0,0,N/A,N/A
大分県,2020/2/5,4,0,0,0,0,0,0,1,0,0,0,N/A,N/A
宮崎県,2020/2/5,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A
鹿児島県,2020/2/5,10,0,0,0,0,0,0,1,0,0,0,N/A,N/A
沖縄県,2020/2/5,17,0,0,0,0,0,0,1,1,0,0,N/A,N/A
北海道,2020/2/6,29,1,0,0,0,0,0,2,2,2,0,N/A,N/A
青森県,2020/2/6,7,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岩手県,2020/2/6,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/2/6,2,0,0,0,0,0,0,1,0,0,0,N/A,N/A
秋田県,2020/2/6,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山形県,2020/2/6,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
福島県,2020/2/6,9,0,0,0,0,0,0,1,0,0,0,N/A,N/A
茨城県,2020/2/6,15,0,0,0,0,0,0,1,0,0,0,N/A,N/A
栃木県,2020/2/6,12,0,0,0,0,0,0,1,0,0,0,N/A,N/A
群馬県,2020/2/6,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
埼玉県,2020/2/6,3,1,0,0.333333333,0,0,0,0,0,0,0,N/A,N/A
千葉県,2020/2/6,13,5,0,0.230769231,0,0,0,2,1,1,0,9.333333333,N/A
東京都,2020/2/6,24,3,0,0,0,0,0,5,1,1,0,N/A,N/A
神奈川県,2020/2/6,246,1,0,0,0,0,0,21,1,1,0,N/A,N/A
新潟県,2020/2/6,18,0,0,0,0,0,0,1,0,0,0,N/A,N/A
富山県,2020/2/6,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
石川県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福井県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
山梨県,2020/2/6,5,0,0,0,0,0,0,0,0,0,0,N/A,N/A
長野県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
岐阜県,2020/2/6,5,0,0,0,0,0,0,5,0,0,0,N/A,N/A
静岡県,2020/2/6,5,0,0,0,0,0,0,1,0,0,0,N/A,N/A
愛知県,2020/2/6,135,2,0,0,0,0,0,11,0,0,0,N/A,N/A
三重県,2020/2/6,4,1,0,0,0,0,0,0,0,0,0,N/A,N/A
滋賀県,2020/2/6,12,0,0,0,0,0,0,1,0,0,0,N/A,N/A
京都府,2020/2/6,17,2,1,0.1,0,0,0.1,2,0,0,0,12,12
大阪府,2020/2/6,6,1,0,0,0,0,0,0,0,0,0,N/A,N/A
兵庫県,2020/2/6,4,0,0,0,0,0,0,1,0,0,0,N/A,N/A
奈良県,2020/2/6,1,1,0,0,0,0,0,0,0,0,0,N/A,N/A
和歌山県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
鳥取県,2020/2/6,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
島根県,2020/2/6,5,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/2/6,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
広島県,2020/2/6,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山口県,2020/2/6,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
徳島県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
香川県,2020/2/6,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛媛県,2020/2/6,2,0,0,0,0,0,0,1,0,0,0,N/A,N/A
高知県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福岡県,2020/2/6,10,0,0,0,0,0,0,0,0,0,0,N/A,N/A
佐賀県,2020/2/6,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
長崎県,2020/2/6,2,0,0,0,0,0,0,1,0,0,0,N/A,N/A
熊本県,2020/2/6,32,0,0,0,0,0,0,3,0,0,0,N/A,N/A
大分県,2020/2/6,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮崎県,2020/2/6,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A
鹿児島県,2020/2/6,11,0,0,0,0,0,0,1,0,0,0,N/A,N/A
沖縄県,2020/2/6,19,0,0,0,0,0,0,2,1,1,0,N/A,N/A
北海道,2020/2/7,32,1,0,0,0,0,0,3,0,0,0,N/A,N/A
青森県,2020/2/7,7,0,0,0,0,0,0,0,0,0,0,N/A,N/A
岩手県,2020/2/7,1,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
宮城県,2020/2/7,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
秋田県,2020/2/7,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山形県,2020/2/7,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
福島県,2020/2/7,9,0,0,0,0,0,0,0,0,0,0,N/A,N/A
茨城県,2020/2/7,16,0,0,0,0,0,0,1,0,0,0,N/A,N/A
栃木県,2020/2/7,13,0,0,0,0,0,0,1,0,0,0,N/A,N/A
群馬県,2020/2/7,1,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
埼玉県,2020/2/7,3,1,0,0.5,0,0,0,0,0,0,0,N/A,N/A
千葉県,2020/2/7,14,5,0,0.181818182,0,0,0,1,1,0,0,8.5,N/A
東京都,2020/2/7,32,3,0,0,0,0,0,8,1,0,0,N/A,N/A
神奈川県,2020/2/7,266,1,0,0,0,0,0,20,0,0,0,N/A,N/A
新潟県,2020/2/7,20,0,0,0,0,0,0,2,0,0,0,N/A,N/A
富山県,2020/2/7,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A
石川県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
福井県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
山梨県,2020/2/7,5,0,0,0,0,0,0,0,0,0,0,N/A,N/A
長野県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
岐阜県,2020/2/7,10,0,0,0,0,0,0,5,0,0,0,N/A,N/A
静岡県,2020/2/7,5,0,0,0,0,0,0,0,0,0,0,N/A,N/A
愛知県,2020/2/7,146,2,0,0,0,0,0,11,0,0,0,N/A,N/A
三重県,2020/2/7,5,1,0,0,0,0,0,1,0,0,0,N/A,N/A
滋賀県,2020/2/7,13,0,0,0,0,0,0,1,0,0,0,N/A,N/A
京都府,2020/2/7,18,2,1,0.1,0,0,0.1,1,0,0,0,12,12
大阪府,2020/2/7,7,1,0,0,0,0,0,1,0,0,0,N/A,N/A
兵庫県,2020/2/7,4,0,0,0,0,0,0,0,0,0,0,N/A,N/A
奈良県,2020/2/7,2,1,0,0,0,0,0,1,0,0,0,N/A,N/A
和歌山県,2020/2/7,0,0,0,N/A,0,0,N/A,0,2,1,0,N/A,N/A
鳥取県,2020/2/7,2,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
島根県,2020/2/7,5,0,0,0,0,0,0,0,0,0,0,N/A,N/A
岡山県,2020/2/7,3,0,0,0,0,0,0,1,0,0,0,N/A,N/A
広島県,2020/2/7,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A
山口県,2020/2/7,5,0,0,0,0,0,0,1,0,0,0,N/A,N/A
徳島県,2020/2/7,0,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
香川県,2020/2/7,4,0,0,N/A,0,0,N/A,0,0,0,0,N/A,N/A
